310.600, 505.200
305.000, 148.400
305.000, 148.400
630.600, 153.200
630.600, 153.200
631.400, 511.600
631.400, 511.600
310.600, 504.400
630.600, 153.200
631.400, 511.600
631.400, 511.600
618.399, 511.308
618.399, 511.308
617.599, 153.008
617.599, 153.008
604.599, 152.817
604.599, 152.817
605.399, 511.016
605.399, 511.016
592.398, 510.725
592.398, 510.725
591.599, 152.625
591.599, 152.625
578.598, 152.433
578.598, 152.433
579.397, 510.433
579.397, 510.433
566.397, 510.141
566.397, 510.141
565.598, 152.242
565.598, 152.242
552.597, 152.050
552.597, 152.050
553.396, 509.849
553.396, 509.849
540.395, 509.557
540.395, 509.557
539.597, 151.858
539.597, 151.858
526.596, 151.667
526.596, 151.667
527.394, 509.266
527.394, 509.266
514.394, 508.974
514.394, 508.974
513.596, 151.475
513.596, 151.475
500.595, 151.283
500.595, 151.283
501.393, 508.682
501.393, 508.682
488.392, 508.390
488.392, 508.390
487.595, 151.092
487.595, 151.092
474.594, 150.900
474.594, 150.900
475.392, 508.099
475.392, 508.099
462.391, 507.807
462.391, 507.807
461.594, 150.709
461.594, 150.709
448.593, 150.517
448.593, 150.517
449.390, 507.515
449.390, 507.515
436.390, 507.223
436.390, 507.223
435.593, 150.325
435.593, 150.325
422.593, 150.134
422.593, 150.134
423.389, 506.931
423.389, 506.931
410.388, 506.640
410.388, 506.640
409.592, 149.942
409.592, 149.942
396.592, 149.750
396.592, 149.750
397.388, 506.348
397.388, 506.348
384.387, 506.056
384.387, 506.056
383.591, 149.559
